"Local Code","Age Group","Population","# of population with at least 1 dose","Percent of population who received at least one dose","# of population fully immunized","Percent of population fully immunized","Alberta: percent of population who received at least one dose","Alberta: percent of population fully immunized","Local Name","Zone Name"
"Z4.8.A.01","75+ years",3353,3294,98.2,3251,97,92.4,90.6,"STONY PLAIN & SPRUCE GROVE","EDMONTON"
"Z4.8.A.01","ALL years",57833,40056,69.3,35440,61.3,70.8,62.9,"STONY PLAIN & SPRUCE GROVE","EDMONTON"
"Z4.8.B.02","12-19 years",3875,2447,63.1,1993,51.4,76.3,64.5,"WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE","EDMONTON"
"Z4.8.B.02","12+ years",31700,23460,74,20730,65.4,83.2,74,"WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE","EDMONTON"
"Z4.8.B.02","20-39 years",8268,5143,62.2,4092,49.5,74.9,63.3,"WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE","EDMONTON"
"Z4.8.B.02","40-59 years",10332,7662,74.2,6804,65.9,83.2,75.6,"WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE","EDMONTON"
"Z4.8.B.02","60-74 years",7126,6188,86.8,5900,82.8,92,88.4,"WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE","EDMONTON"
"Z4.8.B.02","75+ years",2098,1902,90.7,1857,88.5,92.4,90.6,"WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE","EDMONTON"
"Z4.8.B.02","ALL years",36730,23460,63.9,20730,56.4,70.8,62.9,"WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE","EDMONTON"
"Z4.9.A.01","12-19 years",7048,6130,87,5490,77.9,76.3,64.5,"ST. ALBERT","EDMONTON"
"Z4.9.A.01","12+ years",60363,54272,89.9,50765,84.1,83.2,74,"ST. ALBERT","EDMONTON"
"Z4.9.A.01","20-39 years",17049,13933,81.7,12376,72.6,74.9,63.3,"ST. ALBERT","EDMONTON"
"Z4.9.A.01","40-59 years",18759,16748,89.3,15783,84.1,83.2,75.6,"ST. ALBERT","EDMONTON"
"Z4.9.A.01","60-74 years",12195,11818,96.9,11617,95.3,92,88.4,"ST. ALBERT","EDMONTON"
"Z4.9.A.01","75+ years",5312,5222,98.3,5199,97.9,92.4,90.6,"ST. ALBERT","EDMONTON"
"Z4.9.A.01","ALL years",69588,54272,78,50765,73,70.8,62.9,"ST. ALBERT","EDMONTON"
"Z5.1.A.01","12-19 years",328,321,97.8,293,89.3,76.3,64.5,"JASPER","NORTH"
"Z5.1.A.01","12+ years",5070,4307,85,3988,78.7,83.2,74,"JASPER","NORTH"
"Z5.1.A.01","20-39 years",2390,1871,78.3,1654,69.2,74.9,63.3,"JASPER","NORTH"
"Z5.1.A.01","40-59 years",1486,1290,86.8,1223,82.3,83.2,75.6,"JASPER","NORTH"
"Z5.1.A.01","60-74 years",677,636,94,636,94,92,88.4,"JASPER","NORTH"
"Z5.1.A.01","75+ years",189,174,91.9,171,90.3,92.4,90.6,"JASPER","NORTH"
"Z5.1.A.01","ALL years",5592,4307,77,3988,71.3,70.8,62.9,"JASPER","NORTH"
"Z5.1.A.02","12-19 years",1157,757,65.4,625,54,76.3,64.5,"HINTON","NORTH"
"Z5.1.A.02","12+ years",10498,7976,76,6955,66.3,83.2,74,"HINTON","NORTH"
"Z5.1.A.02","20-39 years",3602,2457,68.2,1991,55.3,74.9,63.3,"HINTON","NORTH"
"Z5.1.A.02","40-59 years",3314,2549,76.9,2220,67,83.2,75.6,"HINTON","NORTH"
"Z5.1.A.02","60-74 years",1866,1665,89.3,1589,85.2,92,88.4,"HINTON","NORTH"
"Z5.1.A.02","75+ years",559,513,91.7,507,90.7,92.4,90.6,"HINTON","NORTH"
"Z5.1.A.02","ALL years",12260,7976,65.1,6955,56.7,70.8,62.9,"HINTON","NORTH"
"Z5.1.A.03","12-19 years",1620,972,60,711,43.9,76.3,64.5,"EDSON","NORTH"
"Z5.1.A.03","12+ years",13733,9698,70.6,8191,59.6,83.2,74,"EDSON","NORTH"
"Z5.1.A.03","20-39 years",4474,2679,59.9,2067,46.2,74.9,63.3,"EDSON","NORTH"
"Z5.1.A.03","40-59 years",4368,3120,71.4,2653,60.7,83.2,75.6,"EDSON","NORTH"
"Z5.1.A.03","60-74 years",2471,2175,88,2055,83.2,92,88.4,"EDSON","NORTH"
"Z5.1.A.03","75+ years",800,709,88.6,682,85.2,92.4,90.6,"EDSON","NORTH"
"Z5.1.A.03","ALL years",16050,9698,60.4,8191,51,70.8,62.9,"EDSON","NORTH"
"Z5.1.B.04","12-19 years",1604,888,55.3,688,42.9,76.3,64.5,"WHITECOURT","NORTH"
"Z5.1.B.04","12+ years",12369,8330,67.3,7035,56.9,83.2,74,"WHITECOURT","NORTH"
"Z5.1.B.04","20-39 years",4276,2413,56.4,1848,43.2,74.9,63.3,"WHITECOURT","NORTH"
"Z5.1.B.04","40-59 years",4208,2994,71.2,2586,61.5,83.2,75.6,"WHITECOURT","NORTH"
"Z5.1.B.04","60-74 years",1839,1571,85.4,1469,79.9,92,88.4,"WHITECOURT","NORTH"
"Z5.1.B.04","75+ years",442,416,94.1,406,91.8,92.4,90.6,"WHITECOURT","NORTH"
"Z5.1.B.04","ALL years",14719,8330,56.6,7035,47.8,70.8,62.9,"WHITECOURT","NORTH"
"Z5.1.B.05","12-19 years",1467,749,51,575,39.2,76.3,64.5,"MAYERTHORPE","NORTH"
"Z5.1.B.05","12+ years",14174,9647,68.1,8429,59.5,83.2,74,"MAYERTHORPE","NORTH"
"Z5.1.B.05","20-39 years",3580,2004,56,1511,42.2,74.9,63.3,"MAYERTHORPE","NORTH"
"Z5.1.B.05","40-59 years",4505,2909,64.6,2533,56.2,83.2,75.6,"MAYERTHORPE","NORTH"
"Z5.1.B.05","60-74 years",3401,2915,85.7,2806,82.5,92,88.4,"MAYERTHORPE","NORTH"
"Z5.1.B.05","75+ years",1221,1032,84.5,983,80.5,92.4,90.6,"MAYERTHORPE","NORTH"
"Z5.1.B.05","ALL years",16200,9647,59.5,8429,52,70.8,62.9,"MAYERTHORPE","NORTH"
"Z5.1.C.06","12-19 years",1097,557,50.8,415,37.8,76.3,64.5,"BARRHEAD","NORTH"
"Z5.1.C.06","12+ years",9290,6298,67.8,5534,59.6,83.2,74,"BARRHEAD","NORTH"
"Z5.1.C.06","20-39 years",2581,1289,49.9,1005,38.9,74.9,63.3,"BARRHEAD","NORTH"
"Z5.1.C.06","40-59 years",2482,1732,69.8,1509,60.8,83.2,75.6,"BARRHEAD","NORTH"
"Z5.1.C.06","60-74 years",2059,1736,84.3,1659,80.6,92,88.4,"BARRHEAD","NORTH"
"Z5.1.C.06","75+ years",1071,964,90,934,87.2,92.4,90.6,"BARRHEAD","NORTH"
"Z5.1.C.06","ALL years",10948,6298,57.5,5534,50.5,70.8,62.9,"BARRHEAD","NORTH"
"Z5.1.C.07","12-19 years",1894,1120,59.1,865,45.7,76.3,64.5,"WESTLOCK","NORTH"
"Z5.1.C.07","12+ years",16861,12613,74.8,10927,64.8,83.2,74,"WESTLOCK","NORTH"
"Z5.1.C.07","20-39 years",4406,2822,64,2179,49.5,74.9,63.3,"WESTLOCK","NORTH"
"Z5.1.C.07","40-59 years",4790,3531,73.7,2983,62.3,83.2,75.6,"WESTLOCK","NORTH"
"Z5.1.C.07","60-74 years",3929,3390,86.3,3198,81.4,92,88.4,"WESTLOCK","NORTH"
"Z5.1.C.07","75+ years",1842,1694,92,1661,90.2,92.4,90.6,"WESTLOCK","NORTH"
"Z5.1.C.07","ALL years",19168,12613,65.8,10927,57,70.8,62.9,"WESTLOCK","NORTH"
"Z5.2.A.01","12-19 years",619,321,51.9,228,36.8,76.3,64.5,"FROG LAKE","NORTH"
"Z5.2.A.01","12+ years",4007,2685,67,2234,55.8,83.2,74,"FROG LAKE","NORTH"
"Z5.2.A.01","20-39 years",1268,721,56.9,537,42.4,74.9,63.3,"FROG LAKE","NORTH"
"Z5.2.A.01","40-59 years",1203,824,68.5,679,56.4,83.2,75.6,"FROG LAKE","NORTH"
"Z5.2.A.01","60-74 years",623,540,86.7,522,83.8,92,88.4,"FROG LAKE","NORTH"
"Z5.2.A.01","75+ years",294,263,89.3,254,86.3,92.4,90.6,"FROG LAKE","NORTH"
"Z5.2.A.01","ALL years",4827,2685,55.6,2234,46.3,70.8,62.9,"FROG LAKE","NORTH"
"Z5.2.A.04","12-19 years",1806,743,41.1,554,30.7,76.3,64.5,"ST. PAUL","NORTH"
"Z5.2.A.04","12+ years",12782,7491,58.6,6439,50.4,83.2,74,"ST. PAUL","NORTH"
"Z5.2.A.04","20-39 years",4135,1925,46.6,1478,35.7,74.9,63.3,"ST. PAUL","NORTH"
"Z5.2.A.04","40-59 years",3520,2143,60.9,1845,52.4,83.2,75.6,"ST. PAUL","NORTH"
"Z5.2.A.04","60-74 years",2313,1773,76.7,1684,72.8,92,88.4,"ST. PAUL","NORTH"
"Z5.2.A.04","75+ years",1009,880,87.2,860,85.2,92.4,90.6,"ST. PAUL","NORTH"
"Z5.2.A.04","ALL years",15522,7491,48.3,6439,41.5,70.8,62.9,"ST. PAUL","NORTH"
"Z5.2.A.05","12-19 years",378,173,45.8,135,35.7,76.3,64.5,"SMOKY LAKE","NORTH"
"Z5.2.A.05","12+ years",4226,2887,68.3,2546,60.3,83.2,74,"SMOKY LAKE","NORTH"
"Z5.2.A.05","20-39 years",955,531,55.6,396,41.4,74.9,63.3,"SMOKY LAKE","NORTH"
"Z5.2.A.05","40-59 years",1226,807,65.8,691,56.4,83.2,75.6,"SMOKY LAKE","NORTH"
"Z5.2.A.05","60-74 years",1094,873,79.8,827,75.6,92,88.4,"SMOKY LAKE","NORTH"
"Z5.2.A.05","75+ years",573,495,86.4,494,86.3,92.4,90.6,"SMOKY LAKE","NORTH"
"Z5.2.A.05","ALL years",4728,2887,61.1,2546,53.8,70.8,62.9,"SMOKY LAKE","NORTH"
"Z5.2.B.02","12-19 years",2353,1486,63.2,1209,51.4,76.3,64.5,"COLD LAKE","NORTH"
"Z5.2.B.02","12+ years",16681,12053,72.3,10301,61.8,83.2,74,"COLD LAKE","NORTH"
"Z5.2.B.02","20-39 years",6360,4044,63.6,3147,49.5,74.9,63.3,"COLD LAKE","NORTH"
"Z5.2.B.02","40-59 years",5130,3835,74.7,3394,66.2,83.2,75.6,"COLD LAKE","NORTH"
"Z5.2.B.02","60-74 years",2165,1978,91.3,1881,86.9,92,88.4,"COLD LAKE","NORTH"
"Z5.2.B.02","75+ years",672,633,94.2,628,93.4,92.4,90.6,"COLD LAKE","NORTH"
"Z5.2.B.02","ALL years",20716,12053,58.2,10301,49.7,70.8,62.9,"COLD LAKE","NORTH"
"Z5.2.B.03","12-19 years",1841,1049,57,765,41.5,76.3,64.5,"BONNYVILLE","NORTH"
"Z5.2.B.03","12+ years",13911,9282,66.7,7665,55.1,83.2,74,"BONNYVILLE","NORTH"
"Z5.2.B.03","20-39 years",4564,2534,55.5,1845,40.4,74.9,63.3,"BONNYVILLE","NORTH"
"Z5.2.B.03","40-59 years",4378,3047,69.6,2577,58.9,83.2,75.6,"BONNYVILLE","NORTH"
"Z5.2.B.03","60-74 years",2280,1894,83.1,1745,76.5,92,88.4,"BONNYVILLE","NORTH"
"Z5.2.B.03","75+ years",847,720,85,704,83.1,92.4,90.6,"BONNYVILLE","NORTH"
"Z5.2.B.03","ALL years",16602,9282,55.9,7665,46.2,70.8,62.9,"BONNYVILLE","NORTH"
"Z5.2.C.06","12-19 years",293,149,50.8,98,33.4,76.3,64.5,"BOYLE","NORTH"
"Z5.2.C.06","12+ years",3084,1977,64.1,1660,53.8,83.2,74,"BOYLE","NORTH"
"Z5.2.C.06","20-39 years",835,396,47.4,295,35.3,74.9,63.3,"BOYLE","NORTH"
"Z5.2.C.06","40-59 years",930,592,63.7,478,51.4,83.2,75.6,"BOYLE","NORTH"
"Z5.2.C.06","60-74 years",747,602,80.6,562,75.2,92,88.4,"BOYLE","NORTH"
"Z5.2.C.06","75+ years",278,233,83.7,225,80.8,92.4,90.6,"BOYLE","NORTH"
"Z5.2.C.06","ALL years",3544,1977,55.8,1660,46.8,70.8,62.9,"BOYLE","NORTH"
"Z5.2.C.07","12-19 years",1021,664,65.1,533,52.2,76.3,64.5,"ATHABASCA","NORTH"
"Z5.2.C.07","12+ years",9384,6977,74.3,6212,66.2,83.2,74,"ATHABASCA","NORTH"
"Z5.2.C.07","20-39 years",2430,1475,60.7,1182,48.6,74.9,63.3,"ATHABASCA","NORTH"
"Z5.2.C.07","40-59 years",2956,2132,72.1,1868,63.2,83.2,75.6,"ATHABASCA","NORTH"
"Z5.2.C.07","60-74 years",2119,1876,88.5,1816,85.7,92,88.4,"ATHABASCA","NORTH"
"Z5.2.C.07","75+ years",859,789,91.9,783,91.2,92.4,90.6,"ATHABASCA","NORTH"
"Z5.2.C.07","ALL years",10686,6977,65.3,6212,58.1,70.8,62.9,"ATHABASCA","NORTH"
"Z5.2.C.08","12-19 years",1157,626,54.1,479,41.4,76.3,64.5,"LAC LA BICHE","NORTH"
"Z5.2.C.08","12+ years",8738,5916,67.7,5040,57.7,83.2,74,"LAC LA BICHE","NORTH"
"Z5.2.C.08","20-39 years",2869,1541,53.7,1172,40.8,74.9,63.3,"LAC LA BICHE","NORTH"
"Z5.2.C.08","40-59 years",2665,1913,71.8,1668,62.6,83.2,75.6,"LAC LA BICHE","NORTH"
"Z5.2.C.08","60-74 years",1499,1302,86.9,1222,81.5,92,88.4,"LAC LA BICHE","NORTH"
"Z5.2.C.08","75+ years",547,506,92.5,486,88.8,92.4,90.6,"LAC LA BICHE","NORTH"
"Z5.2.C.08","ALL years",10392,5916,56.9,5040,48.5,70.8,62.9,"LAC LA BICHE","NORTH"
"Z5.3.A.01","12-19 years",441,206,46.8,166,37.7,76.3,64.5,"GRANDE CACHE","NORTH"
"Z5.3.A.01","12+ years",3594,2394,66.6,1981,55.1,83.2,74,"GRANDE CACHE","NORTH"
"Z5.3.A.01","20-39 years",1231,766,62.2,562,45.6,74.9,63.3,"GRANDE CACHE","NORTH"
"Z5.3.A.01","40-59 years",1204,794,65.9,666,55.3,83.2,75.6,"GRANDE CACHE","NORTH"
"Z5.3.A.01","60-74 years",537,468,87.2,433,80.7,92,88.4,"GRANDE CACHE","NORTH"
"Z5.3.A.01","75+ years",180,154,85.3,151,83.7,92.4,90.6,"GRANDE CACHE","NORTH"
"Z5.3.A.01","ALL years",4168,2394,57.4,1981,47.5,70.8,62.9,"GRANDE CACHE","NORTH"
"Z5.3.A.02","12-19 years",225,138,61.5,113,50.3,76.3,64.5,"FOX CREEK","NORTH"
"Z5.3.A.02","12+ years",1921,1279,66.6,1071,55.8,83.2,74,"FOX CREEK","NORTH"
"Z5.3.A.02","20-39 years",632,372,58.9,280,44.3,74.9,63.3,"FOX CREEK","NORTH"
"Z5.3.A.02","40-59 years",693,447,64.5,381,55,83.2,75.6,"FOX CREEK","NORTH"
"Z5.3.A.02","60-74 years",315,274,87,248,78.7,92,88.4,"FOX CREEK","NORTH"
"Z5.3.A.02","75+ years",57,41,72.1,43,75.7,92.4,90.6,"FOX CREEK","NORTH"
"Z5.3.A.02","ALL years",2241,1279,57.1,1071,47.8,70.8,62.9,"FOX CREEK","NORTH"
"Z5.3.A.03","12-19 years",790,334,42.3,250,31.6,76.3,64.5,"VALLEYVIEW","NORTH"
"Z5.3.A.03","12+ years",6001,3669,61.1,3032,50.5,83.2,74,"VALLEYVIEW","NORTH"
"Z5.3.A.03","20-39 years",1887,949,50.3,691,36.6,74.9,63.3,"VALLEYVIEW","NORTH"
"Z5.3.A.03","40-59 years",1721,1095,63.6,898,52.2,83.2,75.6,"VALLEYVIEW","NORTH"
"Z5.3.A.03","60-74 years",1182,925,78.2,841,71.1,92,88.4,"VALLEYVIEW","NORTH"
"Z5.3.A.03","75+ years",420,352,83.8,344,81.9,92.4,90.6,"VALLEYVIEW","NORTH"
"Z5.3.A.03","ALL years",7226,3669,50.8,3032,42,70.8,62.9,"VALLEYVIEW","NORTH"
"Z5.3.A.05","12-19 years",1367,628,45.9,486,35.6,76.3,64.5,"BEAVERLODGE","NORTH"
"Z5.3.A.05","12+ years",10136,6102,60.2,5238,51.7,83.2,74,"BEAVERLODGE","NORTH"
"Z5.3.A.05","20-39 years",3228,1507,46.7,1169,36.2,74.9,63.3,"BEAVERLODGE","NORTH"
"Z5.3.A.05","40-59 years",3037,1887,62.1,1594,52.5,83.2,75.6,"BEAVERLODGE","NORTH"
"Z5.3.A.05","60-74 years",1830,1453,79.4,1386,75.7,92,88.4,"BEAVERLODGE","NORTH"
"Z5.3.A.05","75+ years",674,598,88.7,585,86.8,92.4,90.6,"BEAVERLODGE","NORTH"
"Z5.3.A.05","ALL years",12199,6102,50,5238,42.9,70.8,62.9,"BEAVERLODGE","NORTH"
"Z5.3.B.04","12-19 years",2453,1426,58.1,1101,44.9,76.3,64.5,"GRANDE PRAIRIE COUNTY","NORTH"
"Z5.3.B.04","12+ years",17157,11282,65.8,9523,55.5,83.2,74,"GRANDE PRAIRIE COUNTY","NORTH"
"Z5.3.B.04","20-39 years",5663,3022,53.4,2358,41.6,74.9,63.3,"GRANDE PRAIRIE COUNTY","NORTH"
"Z5.3.B.04","40-59 years",5687,3973,69.9,3361,59.1,83.2,75.6,"GRANDE PRAIRIE COUNTY","NORTH"
"Z5.3.B.04","60-74 years",2667,2208,82.8,2082,78.1,92,88.4,"GRANDE PRAIRIE COUNTY","NORTH"
"Z5.3.B.04","75+ years",687,581,84.6,571,83.2,92.4,90.6,"GRANDE PRAIRIE COUNTY","NORTH"
"Z5.3.B.04","ALL years",20862,11282,54.1,9523,45.6,70.8,62.9,"GRANDE PRAIRIE COUNTY","NORTH"
"Z5.4.A.01","12-19 years",129,59,45.9,49,38.1,76.3,64.5,"SWAN HILLS","NORTH"
"Z5.4.A.01","12+ years",1142,760,66.5,638,55.9,83.2,74,"SWAN HILLS","NORTH"
"Z5.4.A.01","20-39 years",330,177,53.6,126,38.2,74.9,63.3,"SWAN HILLS","NORTH"
"Z5.4.A.01","40-59 years",453,310,68.4,266,58.7,83.2,75.6,"SWAN HILLS","NORTH"
"Z5.4.A.01","60-74 years",203,183,90,170,83.6,92,88.4,"SWAN HILLS","NORTH"
"Z5.4.A.01","75+ years",27,29,100,26,96.1,92.4,90.6,"SWAN HILLS","NORTH"
"Z5.4.A.01","ALL years",1336,760,56.9,638,47.7,70.8,62.9,"SWAN HILLS","NORTH"
"Z5.4.A.02","12-19 years",1292,781,60.4,618,47.8,76.3,64.5,"SLAVE LAKE","NORTH"
"Z5.4.A.02","12+ years",9551,6383,66.8,5323,55.7,83.2,74,"SLAVE LAKE","NORTH"
"Z5.4.A.02","20-39 years",3468,2011,58,1501,43.3,74.9,63.3,"SLAVE LAKE","NORTH"
"Z5.4.A.02","40-59 years",3134,2166,69.1,1885,60.1,83.2,75.6,"SLAVE LAKE","NORTH"
"Z5.4.A.02","60-74 years",1299,1105,85.1,1028,79.2,92,88.4,"SLAVE LAKE","NORTH"
"Z5.4.A.02","75+ years",359,283,78.9,271,75.6,92.4,90.6,"SLAVE LAKE","NORTH"
"Z5.4.A.02","ALL years",11676,6383,54.7,5323,45.6,70.8,62.9,"SLAVE LAKE","NORTH"
"Z5.4.A.03","12-19 years",606,277,45.7,186,30.7,76.3,64.5,"WABASCA","NORTH"
"Z5.4.A.03","12+ years",3269,2065,63.2,1595,48.8,83.2,74,"WABASCA","NORTH"
"Z5.4.A.03","20-39 years",1177,639,54.3,444,37.7,74.9,63.3,"WABASCA","NORTH"
"Z5.4.A.03","40-59 years",963,694,72,563,58.4,83.2,75.6,"WABASCA","NORTH"
"Z5.4.A.03","60-74 years",426,359,84.3,315,74,92,88.4,"WABASCA","NORTH"
"Z5.4.A.03","75+ years",97,82,84.2,75,77,92.4,90.6,"WABASCA","NORTH"
"Z5.4.A.03","ALL years",4238,2065,48.7,1595,37.6,70.8,62.9,"WABASCA","NORTH"
"Z5.4.A.07","12-19 years",1478,652,44.1,443,30,76.3,64.5,"HIGH PRAIRIE","NORTH"
"Z5.4.A.07","12+ years",9580,6050,63.2,4969,51.9,83.2,74,"HIGH PRAIRIE","NORTH"
"Z5.4.A.07","20-39 years",2916,1561,53.5,1139,39.1,74.9,63.3,"HIGH PRAIRIE","NORTH"
"Z5.4.A.07","40-59 years",2925,1908,65.2,1590,54.4,83.2,75.6,"HIGH PRAIRIE","NORTH"
"Z5.4.A.07","60-74 years",1642,1398,85.2,1298,79.1,92,88.4,"HIGH PRAIRIE","NORTH"
"Z5.4.A.07","75+ years",618,513,83,489,79.1,92.4,90.6,"HIGH PRAIRIE","NORTH"
"Z5.4.A.07","ALL years",11613,6050,52.1,4969,42.8,70.8,62.9,"HIGH PRAIRIE","NORTH"
"Z5.4.B.04","12-19 years",3574,621,17.4,454,12.7,76.3,64.5,"HIGH LEVEL","NORTH"
"Z5.4.B.04","12+ years",18049,5255,29.1,4296,23.8,83.2,74,"HIGH LEVEL","NORTH"
"Z5.4.B.04","20-39 years",7425,1806,24.3,1394,18.8,74.9,63.3,"HIGH LEVEL","NORTH"
"Z5.4.B.04","40-59 years",4631,1790,38.6,1505,32.5,83.2,75.6,"HIGH LEVEL","NORTH"
"Z5.4.B.04","60-74 years",1808,799,44.2,733,40.6,92,88.4,"HIGH LEVEL","NORTH"
"Z5.4.B.04","75+ years",611,212,34.7,196,32.1,92.4,90.6,"HIGH LEVEL","NORTH"
"Z5.4.B.04","ALL years",25086,5255,20.9,4296,17.1,70.8,62.9,"HIGH LEVEL","NORTH"
"Z5.4.B.05","12-19 years",358,180,50.3,124,34.6,76.3,64.5,"MANNING","NORTH"
"Z5.4.B.05","12+ years",2795,1678,60,1408,50.4,83.2,74,"MANNING","NORTH"
"Z5.4.B.05","20-39 years",810,368,45.4,285,35.2,74.9,63.3,"MANNING","NORTH"
"Z5.4.B.05","40-59 years",842,522,62,440,52.3,83.2,75.6,"MANNING","NORTH"
"Z5.4.B.05","60-74 years",532,384,72.1,349,65.5,92,88.4,"MANNING","NORTH"
"Z5.4.B.05","75+ years",252,217,86.1,205,81.3,92.4,90.6,"MANNING","NORTH"
"Z5.4.B.05","ALL years",3290,1678,51,1408,42.8,70.8,62.9,"MANNING","NORTH"
"Z5.4.C.06","12-19 years",2063,1002,48.6,762,36.9,76.3,64.5,"PEACE RIVER","NORTH"
"Z5.4.C.06","12+ years",15482,9919,64.1,8425,54.4,83.2,74,"PEACE RIVER","NORTH"
"Z5.4.C.06","20-39 years",5342,2728,51.1,2118,39.6,74.9,63.3,"PEACE RIVER","NORTH"
"Z5.4.C.06","40-59 years",4610,3199,69.4,2740,59.4,83.2,75.6,"PEACE RIVER","NORTH"
"Z5.4.C.06","60-74 years",2581,2192,84.9,2045,79.2,92,88.4,"PEACE RIVER","NORTH"
"Z5.4.C.06","75+ years",887,760,85.7,739,83.4,92.4,90.6,"PEACE RIVER","NORTH"
"Z5.4.C.06","ALL years",18611,9919,53.3,8425,45.3,70.8,62.9,"PEACE RIVER","NORTH"
"Z5.4.D.08","12-19 years",453,240,52.9,170,37.5,76.3,64.5,"FALHER","NORTH"
"Z5.4.D.08","12+ years",3781,2573,68,2238,59.2,83.2,74,"FALHER","NORTH"
"Z5.4.D.08","20-39 years",1139,624,54.8,501,44,74.9,63.3,"FALHER","NORTH"
"Z5.4.D.08","40-59 years",1029,665,64.6,576,56,83.2,75.6,"FALHER","NORTH"
"Z5.4.D.08","60-74 years",763,668,87.5,630,82.5,92,88.4,"FALHER","NORTH"
"Z5.4.D.08","75+ years",397,362,91.3,354,89.2,92.4,90.6,"FALHER","NORTH"
"Z5.4.D.08","ALL years",4427,2573,58.1,2238,50.6,70.8,62.9,"FALHER","NORTH"
"Z5.4.D.09","12-19 years",629,259,41.2,185,29.4,76.3,64.5,"SPIRIT RIVER","NORTH"
"Z5.4.D.09","12+ years",5196,3053,58.8,2671,51.4,83.2,74,"SPIRIT RIVER","NORTH"
"Z5.4.D.09","20-39 years",1438,566,39.4,440,30.6,74.9,63.3,"SPIRIT RIVER","NORTH"
"Z5.4.D.09","40-59 years",1566,975,62.3,850,54.3,83.2,75.6,"SPIRIT RIVER","NORTH"
"Z5.4.D.09","60-74 years",1115,863,77.4,816,73.2,92,88.4,"SPIRIT RIVER","NORTH"
"Z5.4.D.09","75+ years",448,375,83.7,368,82.1,92.4,90.6,"SPIRIT RIVER","NORTH"
"Z5.4.D.09","ALL years",6114,3053,49.9,2671,43.7,70.8,62.9,"SPIRIT RIVER","NORTH"
"Z5.4.D.10","12-19 years",1010,390,38.6,296,29.3,76.3,64.5,"FAIRVIEW","NORTH"
"Z5.4.D.10","12+ years",6771,4035,59.6,3415,50.4,83.2,74,"FAIRVIEW","NORTH"
"Z5.4.D.10","20-39 years",1955,874,44.7,671,34.3,74.9,63.3,"FAIRVIEW","NORTH"
"Z5.4.D.10","40-59 years",1882,1208,64.2,998,53,83.2,75.6,"FAIRVIEW","NORTH"
"Z5.4.D.10","60-74 years",1283,1033,80.5,930,72.5,92,88.4,"FAIRVIEW","NORTH"
"Z5.4.D.10","75+ years",642,526,82,517,80.6,92.4,90.6,"FAIRVIEW","NORTH"
"Z5.4.D.10","ALL years",8131,4035,49.6,3415,42,70.8,62.9,"FAIRVIEW","NORTH"
"Z5.5.A.01","12-19 years",462,273,59.1,181,39.2,76.3,64.5,"WOOD BUFFALO","NORTH"
"Z5.5.A.01","12+ years",3377,2464,73,1996,59.1,83.2,74,"WOOD BUFFALO","NORTH"
"Z5.5.A.01","20-39 years",1170,697,59.6,516,44.1,74.9,63.3,"WOOD BUFFALO","NORTH"
"Z5.5.A.01","40-59 years",1163,921,79.2,778,66.9,83.2,75.6,"WOOD BUFFALO","NORTH"
"Z5.5.A.01","60-74 years",482,456,94.7,416,86.4,92,88.4,"WOOD BUFFALO","NORTH"
"Z5.5.A.01","75+ years",101,101,99.6,96,94.7,92.4,90.6,"WOOD BUFFALO","NORTH"
"Z5.5.A.01","ALL years",4062,2464,60.7,1996,49.1,70.8,62.9,"WOOD BUFFALO","NORTH"
"Z5.6.A.01","12-19 years",6716,5285,78.7,4363,65,76.3,64.5,"FORT MCMURRAY","NORTH"
"Z5.6.A.01","12+ years",65400,49914,76.3,42610,65.2,83.2,74,"FORT MCMURRAY","NORTH"
"Z5.6.A.01","20-39 years",28516,19525,68.5,15774,55.3,74.9,63.3,"FORT MCMURRAY","NORTH"
"Z5.6.A.01","40-59 years",23056,18853,81.8,16741,72.6,83.2,75.6,"FORT MCMURRAY","NORTH"
"Z5.6.A.01","60-74 years",6443,5405,83.9,5018,77.9,92,88.4,"FORT MCMURRAY","NORTH"
"Z5.6.A.01","75+ years",669,541,80.8,517,77.2,92.4,90.6,"FORT MCMURRAY","NORTH"
"Z5.6.A.01","ALL years",79416,49914,62.9,42610,53.7,70.8,62.9,"FORT MCMURRAY","NORTH"
"Z5.7.A.01","12-19 years",7222,4483,62.1,3598,49.8,76.3,64.5,"CITY OF GRANDE PRAIRIE","NORTH"
"Z5.7.A.01","12+ years",61599,41294,67,34660,56.3,83.2,74,"CITY OF GRANDE PRAIRIE","NORTH"
"Z5.7.A.01","20-39 years",26873,15355,57.1,11845,44.1,74.9,63.3,"CITY OF GRANDE PRAIRIE","NORTH"
"Z5.7.A.01","40-59 years",18317,13257,72.4,11555,63.1,83.2,75.6,"CITY OF GRANDE PRAIRIE","NORTH"
"Z5.7.A.01","60-74 years",6996,6044,86.4,5669,81,92,88.4,"CITY OF GRANDE PRAIRIE","NORTH"
"Z5.7.A.01","75+ years",2191,1921,87.7,1859,84.8,92.4,90.6,"CITY OF GRANDE PRAIRIE","NORTH"
